ID,target
007ee9e05,1703774.0498528758
007ffeae2,2227014.1147493785
00835c85c,1462279.8741747166
0084b08f1,2094287.2678784365
0087fb290,1972974.0661220558
0088a96bd,1795554.6924773569
008ac4292,2758082.717641434
008d8cca8,1618487.705657291
008e07b8c,1653576.6791197474
008e5e25a,2565173.3737936346
0094edcdb,7616160.051415805
00950141c,1758272.5234622473
009566ef1,3825238.5343371937
0095c81d4,2409557.462717285
0097a6ed4,3600391.7530960124
0098fef9a,1537905.0949733234
009b321ec,4231640.650947765
009cd681e,2037848.9658348665
009f34f86,2316143.104677739
009f35cd3,2266147.0522243246
009f65109,4611504.951587039
00a19014a,1969722.0142251235
00a27e76a,686197.994412846
00a3b6ef7,1787475.8903035843
00a427603,984625.3387490251
00a6dc8be,2199377.4508364447
00a811734,4122647.545528992
00a8f58a7,2392609.06103333
00aaae151,2191731.3724705214
00ab17f67,2070025.9255451376
00ac2d3a5,1483472.5030280068
00adab1b6,1855119.4476119492
00aef0d56,2393510.8615761525
00b0b06c4,1354539.8129016247
00b0e2303,1204672.1678465742
00b1fbbc9,826272.8327778713
00b43e0c1,3793878.5382613083
00b7190a8,2378643.010818703
00b722e1b,1526668.0040739411
00bba815f,2052750.3346528576
00bbb1c42,2255275.463442068
00bc2b665,2139634.4647865538
00bc35689,3466588.585104891
00be23f52,3558063.6268841447
00be24ac5,1443936.1571781088
00bfd0f70,1866089.837745585
00c02f73e,2546256.051090248
00c08e5b3,2151427.4931155033
00c8690ff,1487430.983184662
00c8df4d5,3015413.5957950978
00c8e30de,1485657.8536812398
00ca3fb04,2448417.326647679
00cabf621,2433452.4064910873
00cb48ae3,1648547.400875955
00cb6b147,1760696.914850887
00cc91a22,3378880.166522136
00cd65e9d,2728181.2300486825
00cd7d6a8,744686.8084505263
00cdc1483,2534536.639567427
00ce9bea5,2268325.9145388207
00cea0091,1942645.5122635635
00cea68c6,1465144.7110572578
00d5a5975,3117638.7442949535
00d80a3a4,19867939.335175
00d9f3864,740801.9252757042
00da4bd31,2005712.0394016404
00df4dd77,2096694.3833277246
00e1a55bf,2405852.4505707747
00e332971,2405117.3344589756
00e5b6b1b,5291693.489983282
00e85d5e3,1642343.6927874193
00e90abfa,1599617.578022457
00e9708b4,2184008.239016908
00e9c680f,7005781.8304627845
00eaa4394,2411050.060459862
00eae8832,2796417.246810368
00ebefdc0,2117116.0689637554
00ecbcb1b,1356746.0259978764
00ed49382,6302517.428700129
00ed87564,2121472.4309918857
00ef96cfd,115258.06705124196
00efe7ca3,2235955.164713312
00f36aa18,2351958.4661608585
00f3fb071,1502877.0613456306
00f43f548,2411459.172141172
00f4d58ec,2409557.462717285
00f56e106,1701141.2310301235
00f84d8c2,1206784.8719351615
00f92953b,2392293.58196757
00fa1d469,3883423.7119003832
00ff96f49,3071489.028377484
0100ce0d8,3194233.7424638276
0102ea9e1,2160898.7980618435
0104b3af3,1584652.2687717283
010672441,2409557.462717285
010771ca5,2446863.008033656
0108aea9f,2411478.26462747
010a479e1,1421781.611755178
010d0a2dd,6583219.667231585
010e3cea2,2344834.3416445577
010e5417b,1625891.2630849949
01108a561,332813.0744303329
0110cca98,1044552.7359678212
011449698,1926517.0949044595
0114795f0,1909030.666846925
011626c20,7057537.8754820265
0117c8f27,1272621.3699629337
0117dcb47,3966475.5766366287
0118c34be,2436117.2574624293
0119efcb9,978804.1014959775
011a58e13,2257707.838508546
011b7902b,6612282.253476724
011ca122e,5870220.04527995
012053244,1194597.174640899
0122a258e,855230.9662961556
0122a4305,2422543.2161568105
01230d8ba,2409557.462717285
012414f4e,2483359.178815465
012452125,756386.7237272466
0124529b5,1091727.3770669436
012556288,3937544.6438732864
01257c24c,2440421.8179191044
01258b972,2411971.1135406136
0125b64db,2461829.977142443
01295ef92,1670685.013231253
012a2752f,2381787.6455691876
012b6ba95,2774961.6747977715
012b96b58,1425724.643981372
012e881b9,2656088.970632812
012f25e94,2124452.5431631035
012fa70bb,1745084.3368411744
01304fc0a,1157321.2864965168
013230913,1640084.906024499
01336ceb8,1025050.5562351827
0133b85e7,3085885.241978732
0136f8766,2402330.853698092
0137356b9,1993927.9548760229
013750184,616679.3093313749
013a3f07c,2180257.0130005353
013cc1c13,2309657.2117205355
013e96334,1526538.1199553853
013fae0b1,2017422.372550592
014076343,2340999.865505585
0140ea0ba,1483134.2121760533
0143ee127,784769.7662639016
014461014,2406346.9142274577
01446634f,1843047.2895905033
014729fb2,3417647.8785615256
014749c88,2106065.3848608523
014787fc1,2752906.7509768186
014a6143c,1472484.661348885
014af25cd,2029501.62163936
014b5797e,2372345.145449706
014badcb1,2482597.0140835294
014c523b1,5660696.7358642565
014e55fdb,2402206.0191929326
014ea0456,2313606.717040956
0151cc525,2149792.697517442
015409983,1962395.8504447232
015411bfe,2247693.602704132
01560b792,290608.1282354864
0157b07da,2453070.6055133
01587bbbc,2519520.196577555
0158ba234,2469317.940238939
01590d52a,8812381.666091533
015a40790,818303.598556546
015b07817,1471541.3875181356
015fc3313,4288752.93836761
01604ee4b,2409557.462717285
016054375,3209989.178063384
01642dec0,871735.7935702304
0166ab5ea,2875542.824739341
016b405be,1357089.349830924
016bdc940,5207194.319956041
016c31d1a,501083.9861245573
016d290da,6210995.393587243
016decdd2,2112550.908140869
016ee1214,2246250.6638616137
016efef23,2354901.720521369
016f60448,2074371.8110883785
017029678,1128531.0745080574
01704d4ca,1343020.3025843927
0172638ce,2137742.794156661
0173e6be5,2409557.462717285
0174ed320,1701546.6138683422
017623c5c,2409557.462717285
017a4044f,1923906.6385673827
017a6c7f9,1827240.2558727395
017ae7ac3,1195948.1563454496
017b80d83,2627672.8952725506
017d9f1a4,2629500.3412348568
017e22e34,4904146.066564885
017e9a902,2798651.377545816
0180f14e9,2386978.6024957583
018148c57,983418.5628256849
018166b42,2631170.306006638
0181a6d0e,2306028.467114529
018283661,1857768.169187051
0183f9b32,1369778.7753559062
0186cbba4,4229335.187487964
0188bc86f,2426919.710171374
01890383f,2807642.9753655093
018965366,2379864.886364984
0189c8ab0,1697153.0915471513
018d514a2,782332.4613790306
018d765bb,1822982.8507695189
018dbbe73,2362646.3762833434
018de39ca,1450069.191272028
018fd935f,2401215.179472493
018ffc9fa,4965953.077204778
019372984,2233278.737681535
01937e592,1099233.4575157375
019381521,2063742.906692273
01952e574,1555877.9723075994
019540ad9,3148815.599039529
01955815c,2409557.462717285
0196be03d,1455020.9947648498
01978c738,1236519.8917968385
0197f607c,2930530.452141189
01980e862,2409557.462717285
019823615,2409557.462717285
019ab3785,1788958.1458118453
019c0d544,2035644.805279416
019c5ad1d,2409557.462717285
019cff829,2409557.462717285
019ed3e51,2407819.959532301
019fd88df,1634520.8958918587
01a0a9e06,2409557.462717285
01a1f927c,2409557.462717285
01a4d6c6c,1642514.585871073
01a697820,2554398.9081986374
01a72cedb,786376.8324466207
01a900d08,1091881.2349383172
01a960c35,2572655.4564189785
01aa854be,2411332.2149476227
01ab08b6a,1899515.1508877142
01ad8126b,1481087.2840398273
01af69076,2118888.185099609
01aff9a04,2196560.8169535613
01b128a94,2548854.5010678326
01b1e697f,2306919.3283553817
01b3159e1,1803754.4671145182
01b342719,1964823.1387862111
01b375dad,2307127.058539318
01b6d93e9,1921193.0090244606
01b6e8722,1576065.5147613764
01b728f6c,2400819.364052884
01b784536,1188611.318662318
01b7d0580,4797572.36562547
01b7defea,1733812.51980212
01b80bb3c,1858094.1418574702
01b8c1484,2251516.6617225916
01bbb0d76,2404841.813298153
01bc848d9,3044255.067799584
01bd8211e,2590541.8803363997
01bdda11d,1875285.3736333572
01be390b4,2122116.055433654
01be6122c,1460599.2482941607
01c1d1fb0,3364336.210488439
01c33d5d2,2065057.979611433
01c34e2ff,1630429.4751151951
01c362322,1832719.8388463175
01c553e1a,1704220.3532951018
01c65531d,1070336.4166487635
01c6933d0,13639960.152156763
01c74c797,2635038.0004834034
01c7eafe8,1069464.4141683679
01c81cd35,5345852.493532347
01c898445,2450183.736963653
01c9fd3a7,1247435.9143245826
01ca7113f,2407161.5409598746
01cb0f6ea,2429411.790889378
01cc582f5,433667.35413379944
01cca8141,5878659.257860304
01cef01a2,776723.1750919751
01d10e85d,1361753.8229109172
01d193713,3647325.3972228235
01d2fecbe,1560331.32625382
01d38c28f,2227160.898489421
01d396bc2,1990553.7621656484
01d7bfe15,1164409.3553524464
01d8282f2,2919305.8973584254
01d94bd22,2134069.6740697
01da2afeb,1741129.9632905445
01db02cda,1430006.0688100145
01dd4ee95,2409557.462717285
01dd8785b,691670.7210639142
01dff0d9c,1847123.3029171631
01e04a9fb,2409723.599414794
01e06a9f0,2179727.8981628
01e1970fb,3124596.016540235
01e1ee7f9,1732997.19127413
01e37465e,1646915.6195482109
01e38e47e,2802829.7333383085
01e6618b1,2397850.781346426
01e8de681,7227033.211855805
01e9513b2,2369200.643274465
01ea633f5,2826462.3489078986
01eba0824,1980956.5359532845
01eca1d02,2508511.5596852554
01ed1f78a,2675189.654310725
01ee29ec7,5528828.982856512
01eed81f9,2238094.2983607356
01ef1d226,1474778.8079740563
01f0030e3,2011980.136909068
01f15fad3,1284110.1592960157
01f330ffe,1901710.0793070314
01f39eb1e,923948.4773525896
01f44549a,1445471.971557224
01f5a652b,2357463.4148025163
01f889c84,3565050.792010262
01fa9c31e,1912778.5068192652
01fd4e7e9,2100258.240501875
01fde1134,1842248.1340592
01ff14471,2612359.654259538
01ffa7fbe,2500484.8493648297
02001f60c,3420159.3281808617
0201ea0a0,920411.0334101714
0201fe232,1877269.447556733
020699f8e,1908198.7295248788
0206a24ce,6872643.738666362
0206bfd06,2449932.274088504
020741219,1205471.6165933276
020816bdb,1862992.5832022126
0209a7570,1875746.9164569979
0209bf7b8,964909.1211859435
0209d2fd2,2413372.6703677177
020b294bd,2219064.9417572427
020b5b442,4350509.885839693
020bd2d15,1132441.8290039292
020eaebb2,2128808.162233921
020ed0585,1214043.83836035
020f67b89,6633144.826466821
02118146a,1095843.3868517508
0211c154c,4040551.2389678177
0211f9abc,1464948.1536651286
021257ae5,5305029.531150453
02135d6ab,2053406.5184746124
02170db23,2246069.117480159
02180e987,1560952.5786036467
0218218c1,4541795.124100308
0218cd3d7,4059711.2075160756
0219f8398,5940586.31897502
021aee575,1842898.0046857202
021bd4dca,1906454.9117321144
021da9216,2336312.9678762616
021ebd418,2596694.049059841
021fd795a,909150.1703431079
02223cd36,3629624.40209006
0223c16c1,1721276.9209678117
022678dd2,1615462.3157683862
022792b0a,2662187.699338325
022804284,533456.938764051
0228aa82d,2063630.9039713559
0229e75c4,2270075.9041227726
022a8c2f7,3078818.5690830937
022cb2631,1809005.481885057
0230d4064,15111912.721005045
023377ebc,3126675.2654108386
02342e4f7,2204811.057957404
0235e2eab,3312116.770012122
023990ec3,1997750.2584764827
023ac9a3c,2917685.172979613
023b81381,2179605.6791523793
023fa6bf0,2738847.3461901713
024078072,843987.6611992555
0241d1cc7,1603188.6187764208
0241dbd70,2808860.552580639
02423aea3,2405778.094982746
0242e62ca,2254734.4058678104
024306e5d,1753415.7872471923
0244ca2e6,2409557.462717285
0245590f8,1079211.289512639
0246d6ee2,2790198.478456815
024739c7d,1495471.9418936046
024766f47,1009036.0552991339
024813220,2835147.8874737592
024890eac,802720.9976931256
024c65d46,2078752.5660341107
024c8f9db,4241095.316217551
024cbb5b4,2881729.747235663
024d9058c,1446483.2092637091
024fe32af,2397348.2315619295
025045845,8492739.91906818
0250eb809,861642.1338278715
025179e5e,1816596.5915663752
02537cf5e,1857896.1586380529
0254223d8,2409557.462717285
0256c0b0e,5805704.926632584
025774ca3,7732596.705194347
025786cb9,2022536.288015353
0257e2b97,1468883.3709486353
025994da9,2845987.3884653547
025a2f31f,2197518.726281872
025a544da,2266093.254694559
025a96ed9,1176544.0159897793
025abdc92,3719607.406811547
025ba7d70,1825752.7115093486
025c222b3,1757896.3919400775
025c7bb5f,2137013.2324504144
025e5d770,1858432.9677213926
02635ccad,1697945.2598288823
02648787c,6929409.698332515
026756d03,671217.9822026783
0267a271c,1714375.1164189319
02681ecec,2160625.2748969593
02697d7c3,1046414.6225334655
0269a6f71,2425553.6964536724
0269d314c,1403052.1325535257
0269dba28,2302989.474150619
026a61d88,1044370.1836123157
026aeaa2c,2369359.1671235445
026b02a83,1928561.1436278918
026baed22,951937.3015164138
026c4e17b,2122846.3728754614
026c5991c,1600586.4215700964
026cf59d9,2938587.6897102077
026cfc392,803068.9585580402
0270a390f,835880.617091251
0270be3af,1255188.5205776524
0270e156b,2204568.0677344687
027124809,2266220.4081924185
0272c405a,3339955.533055771
027400cb8,1056596.6715838986
0274ce8b8,2629962.0924679176
027769b10,2326914.772911676
0277d96d0,1874831.2229758697
027a21566,2409557.462717285
027c75423,3732881.838267272
027cc80a8,3290587.5594527796
027d5aea6,2827047.78732632
02865c5ec,4800886.820478094
0287280ba,2214727.4541719663
02898064e,2049852.7689853518
028988631,1758672.062203506
028a5c0d4,1601157.508433308
028da53a4,1415356.1168150282
028ee267a,2400855.868521885
0292f2fc5,3055215.0824138443
02975edfa,2471862.8782628295
029a9db2e,2388722.6171254935
029b14b56,2139965.9903650545
029bbe7d3,1518084.4451701315
029c1e398,817475.7603955229
029da4b41,2428803.996264009
02a0c1918,2783660.485944862
02a2a1bdf,2938928.5399871194
02a2c00e0,2325227.140166157
02a31514c,2449864.6057389127
02a3dc04d,5182667.657420179
02a565b91,2217096.5382024264
02ac98fd5,2180774.919984189
02adff31a,2409557.462717285
02affe93a,2390547.040543499
02afff518,2666759.578047521
02b000198,289107.9482316864
02b0b4bae,2100174.1501212176
02b0c3fdb,2702047.8779252917
02b220cf1,3853080.269289861
02b25ade0,2409557.462717285
02b413bb1,3791878.6745241964
02b4aaba1,3725141.344552119
02b67ff32,2276482.958754833
02b71a6b2,4098116.8819211475
02b79188f,1795946.381660104
02b8961fc,2315620.417946692
02b96ff6c,1632780.3264512164
02bad4594,2284086.8944390602
02bbd7b9d,2762084.345546425
02bcf8e90,4779366.459199578
02bde66d2,3439143.1560845715
02bfe3c59,2516575.656864429
02c119238,3304591.8157073874
02c16cb74,1707877.5176872085
02c475e65,1939104.9302123124
02c4d224b,2291548.0382126886
02c6d9700,2298852.745343966
02c74523d,5554887.743095796
02c7c5e05,1745498.2885810626
02c8a1f80,619694.4882457793
02c8c7175,2452997.2895870986
02c91d25d,3258984.546751137
02ce4321f,2409557.462717285
02cfae275,3327129.125883644
02d07cb78,3135674.9844339136
02d147e50,2288751.329305927
02d173c38,1433205.1415844576
02d1a1e82,1603338.8000062015
02d2dc64c,1736174.6835216128
02d3dcc5a,5236069.3065123465
02d67ed4c,2636377.683385155
02d682de1,5230138.72327297
02d72b46d,743161.8089190254
02da114c7,806373.2118603127
02da41c7e,2155020.8006335236
02dad771a,846803.6981551313
02db2bb9a,142725.6665857587
02dc20d11,1607898.9049300365
02dc3b94d,2409557.462717285
02dd17f6f,1747855.0759913605
02deaaed6,2349322.1479576183
02dfd3b7c,629736.0897444743
02e0b923c,2348866.8898336585
02e23559a,2144386.34604836
02e2acbaa,2342252.8278936334
02e5349d9,1091072.9127033695
02e6bbef5,2335149.2458171537
02e7849bb,2377068.5537707014
02e80faad,1814139.4519286419
02eaec8f8,2533888.25772806
02edb9180,12910770.56977535
02ee21874,2269666.612695883
02ef3cdc7,2347151.1966924267
02f18ce31,2338845.6913543562
02f20fa4a,2369050.064601914
02f492e98,2342746.0176766375
02f7d06a3,2338690.619549261
02f8c9d39,1907690.394583686
02f928f97,2008241.7904213131
02f97eb4f,1325168.5098013585
02f9cc844,1133850.6626623264
02f9f46ac,1187676.2208966545
02fb07a76,1031669.5700182442
02fb4683c,2138461.506090678
02fd708e8,4266779.058296118
03026bfdd,1640666.9919353703
0304186ba,2264176.869737388
03052941a,1150123.4844695746
030553c29,2129423.449922008
0306f5c13,2507317.8427093057
03078adf4,1976232.520357401
030a2297c,2362499.3066010945
030b9a986,2758834.526225619
030bbd54c,1823690.7781255294
030d81f86,2071220.249852704
03101eca5,2243241.5411001076
0311bb483,2330623.6712694494
03121027c,7705445.566328649
0312ea7f8,2818253.331620661
0313323d7,1548568.0125359246
03148fa17,1595485.911683639
0314aa65d,5455130.519581252
03156f66a,1594402.2590982125
031775c5a,1531617.9923744646
0317cd26f,2346877.4695528694
0317dc1c8,1344414.5600829865
031959763,2286946.2495543878
031961e5e,1863895.7208587998
031a6f52d,2209664.8822414596
031af41a0,1420353.89142946
031be3013,1497439.2169662074
031c054a3,1622239.6542285385
031e02d13,1072474.6041540885
031fe6025,1778429.866277395
03226e167,4948077.503399721
032313121,2278525.8676849827
03252fdf8,1108281.8657067397
0325ef5e3,3708846.557947549
03278afaa,2184812.1941242535
0329abefe,1325986.4471275029
032b82f0c,2391720.9721403224
032cb3413,1633428.3777114702
032f7abe9,1701489.960314526
032fd3cf7,806159.250555451
033135e05,4562244.922310048
03316e7c8,1541487.746633522
0333c53fa,512654.97539806116
033611b09,2307819.026401044
033656403,1221953.8863461697
0337427ab,2421780.4234276917
0338d1fb6,2255326.1360698882
033948435,8366184.320848308
033b70fcb,2282091.9921867102
033d3323b,1644665.6934446099
033db5f65,2385371.36732545
0341af76c,2377498.611119113
03434b4b4,1319484.2989236328
0344e4977,6270795.249188627
0346fb76b,2441397.378268152
034ad33d6,7061024.4129842
034af5dae,766819.693879824
034b70bda,1141585.173395415
034f2607b,479658.31051609607
034f28339,1033221.8439225141
034fb173b,2219668.203173169
03504923d,3353420.765818183
035226e6e,1772094.2454593827
035585d5c,2442274.067934699
035643e2b,2599007.257961376
0356dfccd,1368947.893719715
0356fc880,1816648.8549652582
03578cd16,2226533.154713438
0358c22f6,1892690.7055282174
035a91cf2,1519044.6869651128
035b789d2,2552957.360344604
03610ecc7,507580.73727125407
03656e62f,3338305.886310653
0365b7b3a,1256607.19637942
0365f0a9f,1086706.6841002211
0367cb231,1576766.5096505594
03687090c,2409557.462717285
036b2dd1e,1536094.9291551744
036f3dd40,2457886.3654804984
03700787a,2503218.112150899
03705c6ef,2409557.462717285
03722e7be,2409557.462717285
037248721,2025231.2405425224
037269293,4393794.277484949
03782136e,2813037.94713398
03796cf0e,1080706.4082291832
037dc14e7,1724423.6714622579
037ec2166,2298496.852195989
037f61da3,2432160.752512028
0380c62db,3721719.6807803637
03857cb43,2265613.882048007
0387bf802,1392539.0479862802
038838fee,2055275.5261374577
0388b0dc1,1597662.1697437388
038ad1732,2280846.8999939193
038b7c09a,3162925.4794346793
038c061e1,2408311.6789584244
038da9843,2628269.459117489
038ded2fe,1728520.2258031394
038f623c2,1459810.0348947335
039105297,2064163.0041714786
0391c19bf,2495755.53363979
0393e0694,2409557.462717285
03949736d,6983701.628148314
03959e9a9,2814633.789883707
03968aeb0,1552527.0211498633
039a844b4,1801462.9911406445
039e289ac,2496089.790468425
03a062fbb,2612946.241129746
03a4623d5,2405704.816630812
03a546322,2261891.2765424666
03a5c6003,2403284.2446361394
03a5f4351,2097049.9627390534
03a81c915,2668342.243814615
03aaf818c,3869210.8707913808
03ab8fc70,6471285.515751754
03aea7af1,4798982.286763403
03b10328e,1052115.9379474595
03b27dded,1888289.117941806
03b46ad5d,3889709.2659341474
03b4b4a3e,2292923.6071939585
03b67d81b,2409557.462717285
03b6c19da,1934914.9236011968
03b835ca7,2086002.4452422848
03b882553,1871393.3848089953
03b99b5f9,3087206.318037337
03b9a2af2,10478611.578995377
03baf448a,6246502.4658398405
03bedbe9d,1223622.4624632904
03bfd20b9,2409557.462717285
03bfe3bc5,1079270.1289921429
03c18ac69,1720869.4469826971
03c27a2bf,2389496.561866095
03c760f76,1536605.891963423
03c8caae7,1263863.2649702295
03c9a65f8,1848619.4628643326
03cdb39c1,4155968.0578092122
03d4bd5b8,1873223.4081699054
03d73e9c5,1029298.0700950477
03d854501,2088084.0744377675
03d893c26,1538706.6122692279
03da7d69e,1879710.7556818037
03db05222,1634542.907982831
03dc6875e,620224.0152216657
03dfb0bd7,1569425.4875415144
03e09458b,2580989.9704415104
03e10ddf7,1810199.5566499613
03e28b99f,2178727.04460169
03e58b888,2400485.9795743376
03e592e94,2221088.338119698
03e755a97,2048690.44380361
03e78798a,4153374.652670788
03e823704,1996180.6357960703
03e882a88,2410616.1932412004
03e897c29,1509211.7796316273
03ebad6bc,1278101.457033995
03ebf5ecf,453115.94092198065
03ec3ab4e,2433032.081323819
03ec5eed1,4189666.1802836647
03ed5c911,2974605.0597851365
03ed976ab,2504891.9506674884
03ef34c90,2209064.158398364
03f203cfa,2563583.2984525273
03f3c8c46,1834700.0773670257
03f492c31,2036998.9338310987
03f5b5e4a,2443761.437517389
03f6822ee,2440509.1082930868
03f6de512,1450518.2639785104
03f73ef0e,2299078.1727099684
03f74f010,7644667.924757009
03f82bc6c,7592385.35974276
03fa0306c,2209746.1305977665
03fc7fa27,1373495.3209998466
03fe6e716,3423578.3795663766
03ffe3f49,2406119.476635249
04023973e,2342243.032916114
04042f2d4,3090717.259137192
04045c3a4,1347511.6067742817
0404fb8e2,2313553.4440763276
0406e6e47,2833045.328388369
040951939,1149849.189479473
0409890f8,2469925.1990939826
040ca2949,2035108.1219311971
040f6b98c,3567755.700476587
040fb51e2,2081096.4544451048
0411c1468,3309782.85824176
04127fa80,1273780.1993191966
0412f421d,2308855.5761175444
041346d0f,2327781.814357747
04137899d,4411390.965385397
0419a598f,2083919.1355270767
041abacf2,1356549.0800413636
041ac253e,927329.9047499088
041ae628c,2091628.1895800137
041b2eaa1,1072104.7046876403
041d211ec,2555684.749162778
041d6aa88,1320497.3947186945
041e0fa5a,3311181.9230770366
041fec996,1479083.6286713996
042091615,1665401.4994583922
0423774bc,1535261.8520182353
04245c9ab,2645823.763897836
0425713aa,891274.1046493192
042576594,1969771.2068674664
04258a134,2391055.9994835323
04290d6e3,1457623.2940066818
0429ef94f,2264375.746932862
042acad39,1049998.3359457944
042b75b8b,2492875.7233862677
042b8215b,5267755.671025813
04305a384,2407050.4021909144
04314d3a3,1755620.7866402357
04315db05,1938062.988184362
04345543a,2708040.409756322
043593500,2114711.5888908766
0436f2c86,2399511.4739679755
04370ab18,2222316.430553855
0437281f5,6195525.274600833
0438dc28d,2409557.462717285
043be1af1,1402667.9942646085
043c23fbe,1198043.593305943
043dce29d,2414135.9566130806
043e4b825,1853662.2240780042
043f5244b,3862637.730993395
043fd2e42,4182383.456102028
0441a98fe,5597208.888779451
044541178,2271650.0787514155
04457b1e5,2432710.378089996
04462ec86,2289900.093367624
044683ae6,1300283.200145588
0448aa36f,2191042.165403918
0449d0137,1846153.8626110435
044b95f86,2306286.0733410153
044b97b6c,3793422.2081198567
044c7fd20,3726763.9107802515
044c8dfd9,2383587.6898775105
044d8ee8d,1233377.3005230976
044eb2751,2409557.462717285
044efc778,2148678.0175209683
045082aa1,1993219.350823108
04518a146,2362462.874391459
045239fe8,628769.7743618992
0453a3e09,828417.6195765956
0454417ec,4377706.3176346095
0454de019,1153295.0344961202
04562691c,1492324.4034131353
0458a04a0,1824591.161620654
045901f6a,4188473.934415369
045986d3a,2142047.569997213
045bce540,1548729.7686509653
045ce5b8c,2440203.628362309
046021d41,1959977.2759291173
0462e36a5,3503146.17247787
046526fe2,1355324.168944321
04655596d,2028165.3499966403
04658f5b6,2408837.8348614005
046692f4b,1171401.094135437
046868511,1499221.9591276208
046892828,2409557.462717285
046b3d7ef,1905391.2208527292
046c924e3,588779.6499328926
046e2664e,2070539.3764917874
046e3b5b4,2094211.4026738736
046f20f0d,2355230.6140250564
047157871,2424224.9546209066
04722b965,2375002.1919685462
0478dd0a3,1296018.43413374
0479371c3,2496514.9989267695
047ac78ea,2023771.9085580201
0481e6914,490327.5803238833
04822e352,2397823.109958768
0483111ba,2053609.0395037557
0483794aa,6743173.017864326
048443c83,1671758.774176594
04847c5ea,1810719.8374002376
048658031,2341985.895890375
048694692,7520965.668654955
048712c35,2279670.480485752
048b1b81c,2456032.423832252
048def5ee,2130003.648170132
048e4e5ce,2318407.369237717
049036175,8406919.798747195
04905d5d0,3273862.138441372
0490bce2f,2320417.8924123677
0492364a6,2414005.439832253
0493c1057,2099267.027690728
0494cbc16,2050079.6659602572
049670925,2379084.0197762256
04998f537,2406120.69611794
04999528c,1241965.3826618935
049a35c33,946432.8104508381
049a8e3e5,1590475.0713546409
049ab0d4d,776426.3675237371
049b66c17,1362012.1492509497
049e17289,1348381.2814007902
049e7e088,1796546.0114926295
04a049e48,1845213.983990826
04a095504,1862291.1566396763
04a105753,2093603.9109355623
04a231167,2098705.135831474
04a3c6d21,1581711.3327080947
04a5a539f,2068181.878147084
04a746dc8,2021142.9969595354
04a992add,1188676.0354858183
04a9e4aeb,1578178.9987491572
04aa2e15a,2963030.960775292
04aa6b5fc,1421945.022318967
04ab00450,2409557.462717285
04ab1de8e,5971023.746052559
04ad57b6d,1890982.6336549844
04ae21348,1108221.6823404026
04af5fa34,2845875.519223037
04afeb8ac,4974480.087990926
04b0e1550,2396429.226729146
04b1ca833,2391203.815336971
04b2cb591,2144355.672736654
04b2d3d86,2075038.534984674
04b432011,1129769.2180159877
04b44859f,1938503.482877913
