feature,gain,split
bd7bea236,0.00875110622446888,4
9126049d8,0.008661578031115932,5
27a7cc0ca,0.008506753791356701,6
64dd02e44,0.008500903612984305,1
a20b1603b,0.00849928219430781,5
db043a30f,0.00847637976919264,1
3eefaafea,0.00839131941000989,7
f553483a0,0.00834574148563246,10
f41f0eb2f,0.00828893602625587,2
b961b0d59,0.008247953983817346,3
7da54106c,0.008239338207518097,3
ad1466df8,0.008213874632702123,6
6f951302c,0.008204334261288897,5
aa7223176,0.008202850683988992,3
6654ce6d8,0.0082020587985173,5
7f9d59cb3,0.00814352079630979,4
c69492ae6,0.008116882572670174,3
57535b55a,0.008115818837432806,6
e43343256,0.008016637541177424,5
22b980fc8,0.008009413788997947,4
feb40ad9f,0.008007310258453585,6
22c7b00ef,0.008003386221263575,6
ad207f7bb,0.007995756724619635,9
c86c0565e,0.007956731389814628,6
9161061c9,0.007947412162861118,4
21e0e6ae3,0.007933030403982595,5
e431708ff,0.00791607359213187,7
8b5c0fb4e,0.007909106065421584,3
edc3f10a1,0.007904370117024368,7
b2e82c050,0.007896280109670903,3
e613715cc,0.007871868007209615,1
097836097,0.007790639855931708,2
68811ba58,0.007744494194643713,3
27998d0f4,0.00774268469971638,6
da22ed2b8,0.007702923691175792,5
fa11da6df,0.007701972525583896,5
01c0495f8,0.007693359282954349,3
1de4d7d62,0.007651445499724965,2
74fb8f14c,0.007644998284825724,4
9abffd22c,0.007642384966944457,5
56e98e3ad,0.0076298970287181685,7
55f2b3d34,0.007564355866009843,3
68c7cf320,0.007562519085408812,4
33e4f9a0e,0.007505768457243175,4
cfe749e26,0.007460663679440828,3
1b55f7f4d,0.007433404381895157,3
cbd0256fb,0.007417935223953922,4
4302b67ec,0.0073710545385892445,7
8b1379b36,0.007364819502285941,4
97cc1b416,0.007363707416185123,1
9e2040e5b,0.007346363992324469,2
9015ac21d,0.007336006545486791,4
0e1f6696a,0.007331712235208125,3
875ad1c4a,0.00730764899957482,4
92b13ebba,0.007247113393706193,2
20442bac4,0.007218401328933832,2
78947b2ad,0.0072033395883287195,5
98d0d2971,0.007191122671553014,3
eb19e8d63,0.007173315651103072,3
7aaefdfd7,0.007166209032422822,1
11114a47a,0.007153034599639497,3
1f8754c4e,0.007140979529136643,5
deabe0f4c,0.007134418169169102,8
c00611668,0.007122448009084157,1
2f26d70f4,0.007101656975386009,4
ee6264d2b,0.007094120282515584,3
850e01a62,0.007058993875584197,11
29181e29a,0.007005066080294284,4
3cea34020,0.0070001341298076775,7
3690f6c26,0.006980735704922308,3
ac0e2ebd0,0.006963833464418977,5
a39758dae,0.006944083639035925,5
431e67099,0.006907518562475923,9
d0f65188c,0.0069054340019713695,5
4fe8b17c2,0.006834290375828281,2
d5efae759,0.006833200508061758,5
f04f0582d,0.006821458962942859,2
d37030d36,0.006817341944577334,3
f14b57b8f,0.006806090891926082,2
f423cf205,0.006794311276795788,3
4a8917f77,0.006791621948823508,2
9fa984817,0.00675807590212629,2
8a1b76aaf,0.006732273919419594,2
8e028d2d2,0.0067111128400134034,2
87a91f998,0.0066998755601307795,2
0e0f8504b,0.006689613548185151,3
2322dbbbb,0.006683327448692501,2
692c44993,0.006670482328004342,3
5ac7e84c4,0.00660203381179772,3
d1fd0b9c2,0.0065997911892833935,1
16bf5a9a2,0.006586229559797131,3
50aaba7f1,0.006567092817515693,4
4e86dd8f3,0.00655068347321793,2
c2cabb902,0.006543359218807002,1
b3abb64d2,0.006529639462345077,4
a3382e205,0.006523550761708447,5
49e68fdb9,0.0065212332660061776,4
716e7d74d,0.0065163738336940094,8
75b663d7d,0.006510170224639875,3
621833d9b,0.006482916124365385,2
a498f253f,0.0064312173087529515,4
a36b95f78,0.0063982435465785815,3
afb6b8217,0.006379700787427168,3
474a9ec54,0.006378365608460933,2
3ecc09859,0.006352095221689107,2
939cc02f5,0.006343372901330661,4
adf357c9b,0.006334999577731976,6
3f6246360,0.006314383302277268,4
9e7c6b515,0.006298333706594021,4
197cb48af,0.006277145179099409,4
2f7b0f5b5,0.006239214909332105,5
c46028c0f,0.006208859922173741,3
ecb354edf,0.006172916244349242,9
b0310a768,0.006060297484664392,6
26144d11f,0.006043327029976819,3
5374a601b,0.006033956090175064,3
129fe0263,0.00602269050140598,2
5291be544,0.006014470740929203,2
ea4887e6b,0.006012353372650323,3
4c53b206e,0.006007111015142469,2
d2919256b,0.005898344992583624,3
21af91e9b,0.005884813507270207,1
86f0ede14,0.005876284265536112,1
5522157d7,0.005870096264536991,9
20ef8d615,0.005860668284684032,3
ccb68477c,0.005844763075690764,2
4933f2e67,0.005819182236872792,2
22d7ad48d,0.00580950076011801,3
776c262ad,0.00579610524841185,10
973663d14,0.005794925402888018,5
1a6d866d7,0.005777208165297716,1
f5538ee5c,0.005706440821588086,8
ac30af84a,0.005670701526452755,2
0b790ba3a,0.005665668618973469,2
3607eabff,0.00562058021257534,3
177993dc6,0.005616907106134508,4
105233ed9,0.005566072012026361,3
f1a1562cd,0.0055290792650141045,2
1bf8c2597,0.005509209447632676,3
2ce2a1cdb,0.0054990949082567905,2
c18b41ac3,0.005469352614404701,2
0e3ef9e8f,0.005447379656274248,4
d79736965,0.005441738992896309,3
1f71b76c1,0.0054401204327189645,4
1834f29f5,0.005422665072630264,3
f9c3438ef,0.005386432491494026,3
e9f588de5,0.005346932840727922,3
212e51bf6,0.005343300467899965,1
f977e99dc,0.005341139637440839,4
fd7b0fc29,0.005296901504607817,7
110e4132e,0.005244995512772956,4
9886b4d22,0.005228665426860694,3
9657e51e1,0.005200626538637969,1
867c937bb,0.00518602116716691,6
48b839509,0.005152477978968842,1
134ac90df,0.005128554809793847,6
be4729cb7,0.005117828811463591,2
2ab9356a0,0.0051096173828621754,5
2a933bcb8,0.005093844314488668,3
7f41309db,0.005062930750610194,5
020a817ab,0.005058960879984963,1
d4c1de0e2,0.00502434939269577,3
1d5df91e2,0.005006689584952012,3
89cebceab,0.005006493258033174,3
9bd66acf6,0.005002915618967335,3
e4dbe4822,0.004997160648106374,3
4e06e4849,0.004996847382585977,3
b6d206324,0.004950222013168035,2
9e9274b24,0.00491755924270792,3
b14026520,0.004890054244167197,2
89ebc1b76,0.004855121565519058,3
ecdef52b2,0.004850881631690117,2
6bab7997a,0.004802888600361063,3
c380056bb,0.004793291579262961,3
ec4dc7883,0.004784612915982431,2
9e39c29d0,0.004765525028050088,3
a5f8c7929,0.004759113479424322,3
9f2f1099b,0.004750448556429474,7
080cd72ff,0.004686444129360348,2
cd7f0affd,0.00468346576814455,4
da5c36eee,0.004660661506488798,2
dbb8e3055,0.004645121535727731,2
6679fe54f,0.004644344933481604,1
f6bdb908a,0.004636617208412356,4
35da68abb,0.004596656981970836,3
acc4a8e68,0.004583635089096655,1
bbbff9657,0.0045704194679392265,1
317ee395d,0.004518698498958386,4
9ca0eee11,0.004504447386484159,2
b8a716ebf,0.004504412045040132,2
c63b4a070,0.004484539758954893,3
578eda8e0,0.0044581684151903875,3
1074273db,0.004442088837749019,2
1602cb35d,0.004440650168120404,4
a970277f9,0.004422815926962654,4
ff558c2f2,0.004398382060928299,3
f4b374613,0.004362457288177719,2
2b85882ad,0.0043589968150940525,1
e871db27b,0.004333445795619478,5
eb8cbd733,0.004332263221528276,2
a9ca6c2f4,0.004318772274930067,2
a34f8d443,0.0042903791926764,3
e9b5b8919,0.004280250880531886,3
2d065b147,0.004270999997694398,2
7ab926448,0.004254427459081571,2
8d8276242,0.0041951804516362256,3
e769ee40d,0.004191581016514375,3
b77c707ef,0.004172643199787365,1
0b8e10df6,0.004163563956830607,3
24744410a,0.0041577382056327584,1
9e711a568,0.00415569178010549,3
07cb6041d,0.004134140775428992,1
73700eaa4,0.004132811183529276,2
1fd0a1f2a,0.004128309697028184,1
5fb9cabb1,0.0041041455044022,4
6a323434b,0.004093616612581459,2
4f0c5f900,0.0040672726844224304,1
e5ac02d3c,0.004000088274498654,4
cde3e280a,0.003991730997474738,3
944e05d50,0.003942446444257363,1
5fe3acd24,0.003936146507030195,3
55741d46d,0.003933018334472624,1
a9f61cf27,0.003921146077983539,4
f5723deba,0.003889592145329754,2
fb06e8833,0.0038832295160189734,2
707f193d9,0.0038753330420510873,1
aba01a001,0.003866795939444332,3
2ce77a58f,0.0038536430103705156,1
ceba761ec,0.0038522643692240344,2
e3a38370e,0.003833397300350967,1
f45dd927f,0.003825631407821488,2
16d1d6204,0.003823015491304631,1
0b1560062,0.0038129635790464687,2
bae4f747c,0.003769174912721714,4
37c85a274,0.0037561201795902614,2
ec2a9147d,0.003748572117689129,1
b22eb2036,0.003744811891990136,1
341daa7d1,0.0036987344448863833,1
e8522c145,0.0036950858305859887,2
829fb34b8,0.003655599692724953,1
be2e15279,0.0036380243406378757,1
05e427fe8,0.0036265118002803617,4
b7d59d3b5,0.003625642491709556,2
680159bab,0.003625457208991976,2
57c4c03f6,0.003605870902753436,1
2761e2b76,0.0035710280069649377,2
54b1c1bc0,0.003524934188456967,2
612bf9b47,0.0035109365079186725,1
c30ff7f31,0.003491200260406579,2
758a9ab0e,0.0034758674009020486,1
0700acbe1,0.0034614448109618143,3
9d5af277d,0.00345710135398755,2
56896bb36,0.0034398774023981543,3
0f8d7b98e,0.0034262638651659785,2
435f27009,0.0034029773617105783,3
df6a71cc7,0.003402650323421554,1
611151826,0.0034003042752107377,2
e4159c59e,0.0033986175008491504,1
408d86ce9,0.0033700772058893,2
b96c4256a,0.003315555362503472,3
dd0491aad,0.003312320970716152,2
eb7981dd4,0.0033103971358228504,4
f9378f7ef,0.003297451318005572,2
0a7ef2f9b,0.0032780420438166128,3
8988e8da5,0.0032597310829598444,1
0fe78acfa,0.0032392817373588603,5
9aeec78c5,0.00322983923762954,1
e20edfcb8,0.0031871132508464457,1
e585cbf20,0.0031833257394737555,1
8c8616b62,0.00317515121149772,1
3a90540ab,0.0031731892416271327,1
258412544,0.0031343681595795143,5
05cc08c11,0.0031328911600759447,2
e9c45d66f,0.003126130809588086,4
44cb9b7c4,0.003096320821278873,1
dc8b7d0a8,0.0030759659685645367,1
c7ae29e66,0.003072322811398881,2
1029d9146,0.0030716417090106943,2
a31ba11e6,0.0030637859036897947,1
76d34bbee,0.0030537582886744005,1
80b14398e,0.0030460741232342325,1
233c7c17c,0.003029035519328307,2
5c0df6ac5,0.0030125039092260258,1
d6af4ee1a,0.003000539011378151,2
5d8a55e6d,0.002997062036958488,2
ce8ce671e,0.002972328418308805,3
23bedadb2,0.002970976932904241,1
49ca7ff2e,0.002965930577485777,2
42e0ec591,0.0029527148913624577,2
0d5215715,0.0029439025282808123,2
c87f4fbfb,0.0029393657653015827,4
6620268ab,0.002938387443967769,1
ea26c7fe6,0.0029368615251492143,1
090f3c4f2,0.002923019113087433,1
07df9f30c,0.0029228829445825076,2
964037597,0.002896942324667075,1
a9819bda9,0.002896097508236707,1
e509be270,0.002894857699196631,2
1d0aaa90f,0.0028569793371752412,3
dc528471e,0.002829937805292028,1
4634c8fae,0.0028255398744192043,2
f8ccfa064,0.002825278191815273,1
20ff37b40,0.0028136648893627497,2
e9375ad86,0.0028058882124955714,3
616c01612,0.0027987571666407735,3
1e783ae1e,0.0027941739530503696,3
66b39545f,0.0027908604328093283,3
3b8208d28,0.002784165438006563,3
767b6d272,0.0027756638717415035,2
3a62b36bd,0.0027735874319731683,1
4e21c4881,0.0027596361370801586,1
96f5cf98a,0.002756685126503948,2
64226e620,0.0027500828380258623,3
9539d34c8,0.0027492408800946434,3
cc93bdf83,0.0027353303188145097,1
b0095ae64,0.0027052996413778,4
a960611d7,0.002704773742500237,1
8e5a41c43,0.002689162958919337,1
5b233cf72,0.0026840293543109323,3
34a4338bc,0.002678582354250352,1
9f494676e,0.002672554818998925,1
6ccaaf2d7,0.002658047675953175,1
7af000ac2,0.0026578625231673744,2
ca25aad9f,0.002650456216837687,4
0e348d340,0.0026473826156275092,3
2a879b4f7,0.0026393632911620975,2
93ca30057,0.0026376613959896702,5
1a6d13c4a,0.0026113707236187678,1
235b8beac,0.0026037167023514455,1
3a13ed79a,0.0025701218013051324,2
3d23e8abd,0.002569977317166318,1
41bc25fef,0.002546082862914595,1
de104af37,0.002539952031898458,2
1d00f511a,0.002529455752954375,1
5807de036,0.0025261560054819616,1
150504397,0.0025064770578846316,1
88d29cfaf,0.0024825063011953918,2
6ff9b1760,0.0024786261809468567,1
f08c20722,0.002466132655654049,2
4d2ca4d52,0.0024645140305108145,1
fbe583de5,0.0024605194078815866,3
00f844fea,0.0024489087040646534,1
1604c0735,0.002434891923554771,1
936dc3bc4,0.0024115044631066924,1
2ac62cba5,0.002408951303639339,1
509e911f0,0.002404801412533598,2
0019109c4,0.002396550484671211,2
f0317ca4f,0.002385170019967568,4
47abb3cb4,0.002373993937953093,2
737d43535,0.0023681028310701506,1
dc6902c31,0.002364301611894722,3
282cfe2ad,0.002348911647373098,1
7f38dafa6,0.0023310582412778705,2
2a3763e18,0.002314210507156044,1
5b318b659,0.0023089976441621387,1
68084ece1,0.0023063600940039937,4
6c05550b8,0.002303864039553734,1
c612c5f8f,0.0022786754647781005,1
5f5cfc3c0,0.002276969720376705,1
442b180b6,0.002268571709739914,1
5bc7ab64f,0.002259129827186547,1
e438105db,0.0022567429803969645,1
63be1f619,0.002249279439118403,1
b4eaa55ea,0.0022381757291051146,1
a459b5f7d,0.0022274642181682744,2
9c42bff81,0.0021949866654598495,1
0494ca73d,0.0021747816240872873,1
4681de4fd,0.002165031348455255,4
3da5e42a7,0.0021588739463902088,2
ead538d94,0.0021491189282482246,1
313237030,0.0021283608972220715,3
a240f6da7,0.002128235513054845,1
600ea672f,0.0021154122858715336,1
9c6bf2983,0.0021123795482060116,1
9dcdc2e63,0.002104967849707474,2
0aea1fd67,0.0021019623977156492,1
06be6c2bb,0.002092855869085195,2
9562ce5c8,0.0020672529418647068,1
8f76eb6e5,0.0020188245091425166,2
be5c8f449,0.0020175977582462816,2
26417dec4,0.0020065320532784993,1
94072d7a3,0.0020057991081102885,2
dda820122,0.0019698880431624458,1
d3b9b9a70,0.001964871507087379,1
226e2b8ac,0.0019378190609346873,1
699712087,0.0019283283240322249,1
d36ded502,0.0018994283779066932,1
c671db79e,0.0018845537065811295,3
174edf08a,0.0018796513642987786,2
9281abeea,0.0018744059858770516,2
770bef1c6,0.001870062496419842,2
45319105a,0.0018687246538521265,3
3aad48cda,0.0018508603984533102,1
28f75e1a5,0.001837781075732586,1
366841793,0.0018263284339254259,2
37c10d610,0.0018099982830472735,1
5edd220bc,0.001807821146149819,1
800f38b6b,0.0017678310029160679,1
60307ab41,0.00176448486979837,1
c83fc48f2,0.001762206808391182,2
304ebcdbc,0.0017556835509179827,2
24141fd90,0.0017372362266586197,1
fbe52b1b2,0.0017263830251162246,1
86323e98a,0.0017201512371074093,1
dcfcddf16,0.0017153336915526607,2
d8c61553b,0.0017116414851402403,1
feed9d437,0.0016962760127590534,1
e429ad370,0.0016888888713668432,1
bcfb439ee,0.00167506283070928,1
2ea42a33b,0.0016605911590393363,1
d0d340214,0.0016564438665691854,1
48282f315,0.001653184917675538,1
1906a5c7e,0.0016523484168790585,1
50b1dd40f,0.0016370483001829647,1
4d6a1439e,0.0016278682301653085,1
939ae6e4a,0.0016126170977500895,2
215c4d496,0.0016048566623553496,2
da7f4b066,0.0015976902750565252,2
f1b6cc03f,0.001593338729828986,1
69fe81b64,0.0015859461313020363,1
0743b9c08,0.0015783355072490704,1
38e6f8d32,0.0015586320025454132,1
7950f4c11,0.0015380157270907047,1
c25438f10,0.0015353017120803185,1
a7f94dd85,0.0015346641043553226,3
54a1765cc,0.0015148761115120397,2
946d16369,0.0015097697276114422,1
13d6a844f,0.0015066498057218697,1
54b3d6afc,0.001506159313254223,1
fc02e674d,0.001506066671895433,1
7a5460b56,0.001500246377832323,1
a8e15505d,0.0014976304613154663,1
f8a3bb673,0.0014963007394839703,2
3be3c049e,0.0014873685793016173,1
1f6b2bafa,0.0014840060747797013,1
c30c6c467,0.0014761993836714562,2
4cb2946ce,0.0014759950009822884,1
0741f3757,0.00146775771595675,2
4569d5378,0.001462656789190892,2
85ef8a837,0.0014624006286875898,1
4e22de94f,0.001461455115128102,1
44f2f419e,0.0014600382090725556,1
cacc1edae,0.001447498363100353,1
5b9e32dbe,0.0013962680814848286,1
acdef5318,0.0013868673223396762,2
9c720c580,0.0013862242249969958,1
d251ee3b4,0.0013757662434449227,2
7ba58c14d,0.0013690521161876246,2
324e49f36,0.001365741389479843,1
d7568383a,0.0013579183269673799,1
fc4a873e0,0.0013565423494223785,2
c5a83ecbc,0.0013370540117455883,1
5e62457b7,0.0013355145150560747,2
ae825156f,0.001330072907164344,1
2bbcbf526,0.0013275033762927722,1
fe0dd1a15,0.0013254924221413097,1
698d05d29,0.0012898476442548348,3
429687d5a,0.0012897830113152652,1
6e29e9500,0.0012859219585553729,1
43dc0f90c,0.00123957464314558,1
05c9b6799,0.0012340295445914702,1
168c50797,0.0012001804645014923,3
a65b73c87,0.0011967778435426528,1
21d6a4979,0.001191426213408232,1
6469d38ef,0.001171897077152676,1
14c2463ff,0.001171774551484599,1
50a900e26,0.0011704339153836242,1
70f3033c6,0.0011644718657490697,1
6dae32858,0.0011486867137200684,2
8e8736fc8,0.0011445259083448485,1
83ea288de,0.0011019444057005679,1
b0868a049,0.0010904753275232998,1
86eb6ec85,0.0010679298250064401,1
a3c187bb0,0.001067706407311574,1
1a1962b67,0.0010664011776205155,1
c91a4f722,0.0010632676128940945,1
38f49406e,0.0010617498148117591,1
2c42b0dce,0.0010612021523611283,1
d421e03fd,0.001051414391410708,1
8de6fcbf1,0.0010397955668575555,1
1f8a823f2,0.001038997201038362,1
d5dcaa04a,0.0010385966213621353,1
e03733f56,0.0009929687382154843,3
37fb8b375,0.0009868568772391558,1
52a02c635,0.0009721071515610626,1
1f8415d03,0.0009596708612171288,1
1110cf9ea,0.0009548805363701874,1
47b7b878f,0.0009421935751406356,2
f9db72cff,0.0009350380696283452,1
00302fe51,0.000926438404869756,1
45293f374,0.0009207543442774612,1
4bdeca0d2,0.0009165185357825198,4
7610d0f28,0.0009143372735510659,1
9d4428628,0.0008981024925990733,1
2fc60d4d9,0.000889189497354198,1
0f2b86f4a,0.0008797941303778952,1
4a3baddf6,0.0008633631524388438,1
24b2da056,0.0008597527380816245,1
cb5161856,0.0008581586700447171,1
ca010e4f8,0.0008565619384063298,1
7f91dc936,0.0008479922229229175,1
04be96845,0.0008464690326717324,1
b5c839236,0.0008341199265518492,1
1af4ab267,0.0008319700103622019,1
81ec47b4c,0.0008178279106509828,1
65000b269,0.0008108223139293011,1
43a1bf3e9,0.0008051355247696366,1
a029667de,0.000787690884052745,1
d4815c074,0.0007724997801196594,1
607a7b8f0,0.0007649764052566338,1
13b54db14,0.0007605730172490704,1
b452ba57e,0.0007570497871159017,1
f8a437c00,0.0007566628502765236,1
098721511,0.0007565075168341205,1
c5aa7c575,0.0007201904800412018,1
5244415dd,0.0007145936036729576,1
9a33c5c8a,0.0007125908352236044,1
962424dd3,0.0006822112909589128,1
3be4dad48,0.0006737451311037693,1
bc56b26fd,0.0006618620253110955,1
c40750aed,0.0006554040910400445,1
abb30bd35,0.000647749939840943,1
037a54e89,0.000634539775818253,1
65aa7f194,0.0006307330995080852,1
948e00a8d,0.0006218446288865922,2
51707c671,0.0006191142749549329,1
717eff45b,0.0006179289722963612,1
4d05e2995,0.0006139506561054619,1
7a12cc314,0.0005972254476517122,1
dacebaeaf,0.0005559818525410368,1
cbbc9c431,0.0005553469409004655,1
293e2698e,0.0005199209437684753,1
5b2471c13,0.0005173977335762983,1
c4255588c,0.0004886122248655693,1
c73c31769,0.00048285459040312755,1
34a2f580b,0.0004759198065012782,1
482b04cba,0.0004615924565554241,1
b850c3e18,0.0004450988514986494,1
f82167572,0.00042217453287863096,1
b612f9b7e,0.0004080679045432179,1
62d0edc4f,0.0003802715339869468,1
8dc7f1eb9,0.0003779063533215978,1
94cdda53f,0.00031902468155728663,1
2d6565ce2,0.0002692018697018222,1
b4d41b335,0.00023724898151905507,1
1435ecf6b,0.0002274239301479156,1
6c7278ead,0.0,0
9702d7cc1,0.0,0
0024cd760,0.0,0
80e16b49a,0.0,0
b7ce8464e,0.0,0
17b5a03fd,0.0,0
f4e243e21,0.0,0
01b72b3dc,0.0,0
d7c59a989,0.0,0
23691e180,0.0,0
3b0cccd29,0.0,0
7b8ac394f,0.0,0
78b3125cf,0.0,0
91fd68481,0.0,0
834f60cb1,0.0,0
86ac4926a,0.0,0
a3d5c2c2a,0.0,0
b0dedf365,0.0,0
f3901acd1,0.0,0
589e8bd6f,0.0,0
2cb50edc7,0.0,0
6f113540d,0.0,0
ffdc4bcf8,0.0,0
a0fe4bb10,0.0,0
16bf8b4ec,0.0,0
885cde177,0.0,0
504c7e3bb,0.0,0
23fb9b02c,0.0,0
64d91247f,0.0,0
47d17d395,0.0,0
f65a34c05,0.0,0
850d3a6f5,0.0,0
5b465f819,0.0,0
f9847e9fe,0.0,0
b335915da,0.0,0
da3b0b5bb,0.0,0
acc5b709d,0.0,0
c0f2800fc,0.0,0
ff08cfbbe,0.0,0
5a648a09d,0.0,0
e3fd6fa46,0.0,0
7f9e0d947,0.0,0
e8387d928,0.0,0
892f6f03e,0.0,0
8909db7d5,0.0,0
46e10e042,0.0,0
5cf6f9d23,0.0,0
cb5329038,0.0,0
4052a9419,0.0,0
50c7ea46a,0.0,0
d834302b0,0.0,0
bb8c64083,0.0,0
69e8244a3,0.0,0
fe9ed417c,0.0,0
95c59140e,0.0,0
fd812d7e0,0.0,0
ce3e5685e,0.0,0
8dbd95b8d,0.0,0
b658cdb8f,0.0,0
b59179d17,0.0,0
3d7780b1c,0.0,0
dff08f7d5,0.0,0
a257e4bb9,0.0,0
3b911747c,0.0,0
adc894423,0.0,0
25e2bcb45,0.0,0
7dcc40cda,0.0,0
17be6c4e7,0.0,0
92eb376f1,0.0,0
fa2a340da,0.0,0
ef2056ce5,0.0,0
ee95f6389,0.0,0
4bf2b8e7c,0.0,0
b914cfbb4,0.0,0
087e01c14,0.0,0
4810efa27,0.0,0
41fb39de4,0.0,0
912836770,0.0,0
1bd3a4e92,0.0,0
95abd1cf2,0.0,0
d83da5921,0.0,0
43ebb15de,0.0,0
81e3fed66,0.0,0
11c01e052,0.0,0
0e931cdd3,0.0,0
7a5f0ad65,0.0,0
207871d87,0.0,0
39bd57a35,0.0,0
3132de0a3,0.0,0
41016a42a,0.0,0
aca96197c,0.0,0
7b1ddbabf,0.0,0
c5da3db1d,0.0,0
043e4971a,0.0,0
611d81daa,0.0,0
856856d94,0.0,0
5b9dfbf38,0.0,0
cb9333bd7,0.0,0
f366072e4,0.0,0
afc17ad79,0.0,0
ce999e374,0.0,0
4b1a994cc,0.0,0
879e1f51a,0.0,0
3f02111a8,0.0,0
f10717d56,0.0,0
d21f097bb,0.0,0
ae82c2c99,0.0,0
4c48708d8,0.0,0
3c9db4778,0.0,0
5f9879270,0.0,0
6809065b9,0.0,0
db7c939c5,0.0,0
417fdb325,0.0,0
902c5cd15,0.0,0
556fb6bc0,0.0,0
5c0b5d1d4,0.0,0
9e38af23b,0.0,0
b5b797f71,0.0,0
10b318bda,0.0,0
edc919c58,0.0,0
0e141a57c,0.0,0
1bf37b3e2,0.0,0
17e2a7989,0.0,0
3dd64f4c4,0.0,0
c436c7e73,0.0,0
18321c252,0.0,0
7db1be063,0.0,0
df3cf10bd,0.0,0
75e55b7a9,0.0,0
dd3e0f1d7,0.0,0
74a7b9e4a,0.0,0
e15e1513d,0.0,0
cb162bd89,0.0,0
6562e2a2c,0.0,0
119230239,0.0,0
e23508558,0.0,0
9789dc806,0.0,0
9401c82a9,0.0,0
1b41a7ee2,0.0,0
1346d1df0,0.0,0
c45d71aeb,0.0,0
a06067897,0.0,0
3696a15a7,0.0,0
923114217,0.0,0
28fbb187a,0.0,0
eb4b6b12b,0.0,0
a05794fa5,0.0,0
203c64df6,0.0,0
f1fbe249b,0.0,0
f171b61af,0.0,0
169875559,0.0,0
cbf39d314,0.0,0
949825372,0.0,0
8a6b9a2ed,0.0,0
4b1d463d7,0.0,0
295de7381,0.0,0
2087ed398,0.0,0
7a34c9e13,0.0,0
925f0ae9c,0.0,0
e40fc884a,0.0,0
f8e5e7447,0.0,0
cfd55f2b6,0.0,0
4d9538272,0.0,0
e4e9c8cc6,0.0,0
a8b66bc96,0.0,0
5102f1ca2,0.0,0
46291c5d1,0.0,0
f0742e2c4,0.0,0
37c0a4deb,0.0,0
fbc6c2b78,0.0,0
5c56fccf1,0.0,0
61b88b77a,0.0,0
2e5ccb523,0.0,0
3313dae3c,0.0,0
797c94ca1,0.0,0
1998aa946,0.0,0
217cd3838,0.0,0
e52260590,0.0,0
ee39e4ce0,0.0,0
a1b169a3a,0.0,0
fdd07cac1,0.0,0
590b24ab1,0.0,0
7f80a96a9,0.0,0
047ebc242,0.0,0
4d294d2cf,0.0,0
357a1f6b5,0.0,0
86640b5ed,0.0,0
0c8f5b93b,0.0,0
9488c30e3,0.0,0
af31d98a6,0.0,0
357b0dbb9,0.0,0
e3a41c199,0.0,0
18c0b76e9,0.0,0
844666ed9,0.0,0
9b6ce40cf,0.0,0
bc0bb0c26,0.0,0
949ef0753,0.0,0
5aab2f5e0,0.0,0
0cd22b1b5,0.0,0
3429017f8,0.0,0
1f0a4e1f9,0.0,0
5cdf0752b,0.0,0
72dd076a5,0.0,0
f81908ca5,0.0,0
601d54a3a,0.0,0
8c922fa9a,0.0,0
dba14a5d4,0.0,0
ded346ef9,0.0,0
3837a83c8,0.0,0
97ea72529,0.0,0
279d380ce,0.0,0
9ebc2a273,0.0,0
643ef6977,0.0,0
aecd09bf5,0.0,0
2c5809e51,0.0,0
655fe23b2,0.0,0
17e160597,0.0,0
42d321127,0.0,0
4cbb46788,0.0,0
1583363d5,0.0,0
45cda25bb,0.0,0
47aab5d12,0.0,0
63df94487,0.0,0
5b523eb92,0.0,0
643e42fcb,0.0,0
d1b9fc443,0.0,0
1cec80910,0.0,0
e7150f2ca,0.0,0
632fed345,0.0,0
afa9b3198,0.0,0
6ffeb3fdb,0.0,0
6ebf9e1d9,0.0,0
2386963e4,0.0,0
f6ba9573d,0.0,0
15960e710,0.0,0
68afb64c3,0.0,0
232356685,0.0,0
40e17d035,0.0,0
19975f6ff,0.0,0
35c5fe0ff,0.0,0
b0cdc345e,0.0,0
7469da4e7,0.0,0
a0a622723,0.0,0
5f04745bf,0.0,0
f81c2f1dd,0.0,0
0b2e88d2d,0.0,0
47e969ba0,0.0,0
cfa0c152e,0.0,0
fc10bdf18,0.0,0
118930f35,0.0,0
58057e2b0,0.0,0
3b74ac37b,0.0,0
2a71f4027,0.0,0
f967f827b,0.0,0
0427cdb39,0.0,0
5271beb00,0.0,0
ab7534e84,0.0,0
098913433,0.0,0
903f6fed0,0.0,0
53aa182a2,0.0,0
fca8c003b,0.0,0
e8a3423d6,0.0,0
a924cf47a,0.0,0
d51d10e38,0.0,0
e1b20c3a6,0.0,0
03a4ccd7c,0.0,0
f41af7c85,0.0,0
71c2f04c9,0.0,0
9fc79985d,0.0,0
023bc78d8,0.0,0
9350d55c1,0.0,0
7166e3770,0.0,0
59d2470ed,0.0,0
84067cfe0,0.0,0
a320c9747,0.0,0
718ce36a5,0.0,0
0989e152f,0.0,0
238af49a8,0.0,0
de06e884c,0.0,0
834fb292d,0.0,0
545d84e13,0.0,0
97b387235,0.0,0
ee99f8a68,0.0,0
e0907e883,0.0,0
ca6c23686,0.0,0
3da6f8d52,0.0,0
256640de9,0.0,0
c85a3dcc4,0.0,0
210f2139a,0.0,0
6a542a40a,0.0,0
7a27eda46,0.0,0
da5814d9b,0.0,0
0247e4a94,0.0,0
42b407f0d,0.0,0
